rating,comment
5,"Bought the first time for this brand, received at the third day from the date I ordered. Thought can get the black colour 😝 one but unfortunately same with the rest I got this green colour in good condition. No complaints and thanks. "
2,Design recieved is nothing like what's shown in the pictures posted in listing 😔😔😔 
5,Very fast delivery. Brand new and nice design. Good quality too. Price tag said $92.90. Very worthy purchase. 
5,Worth the price
5,"Happy with the colour and design and fits me okay luckily. Very fast delivery, received the next day after ordering."
5,Item arrived in good condition and it’s a good price for the product!
5,"Good deal! Too bad it’s too big for me, nevertheless it’s still a worthy buy!"
5,Received the product fast.colour and design looks good. Definitely worth the price.
5,It’s by luck For this item. so subjective if you like it or not but still cheap 
5,Fast delivery.  Bought during flash deal. Nice colour. Great buy. 
5,2nd purchase. Got the same print again but glad that I didnt get the same colour. Hope to have more designs popping up haha
5,Fits well and package was delivered very quickly and in good condition. Very worth buying.
5,Received in good condition. Nice design. Got it during the flash sale at a good deal. Shipping was fast too. Satisfied with purchase.
5,well received in good condition and properly packaged. hope they are of good quality. thks
5,Received the item next day until purchase. Good quality swim wear 
5,Size seems OK. Material is good. 
5,"Fast delivery, ordered on Sun, received on Tues. Was hoping to get a plain sporty design but got this more dainty one, though the prints are quite pretty. However, the shorts are a different colour from the top, would be nicer if it’s more matching."
5,"Super fast delivery, bought it during flash sale for cheap, looks great! "
5,Really value for money! Got an unexpected colour and print. Would purchase again. 
5,"Received the item in good condition. Fast delivery, good quality & value for money👍🏻"
5,Fast shipping! Happy with the purchase! My wife likes it! Thanks!
5,"Fantastic value on the flash deal at $9.90. delivery was super fast too, I think it arrived the next day or two days later."
5,"Excellent customer service from Alexander who answered my queries promptly. Thanks for the great product and good customer service. Xl size fits 160,56kg. Thanks seller!! "
5,Super fast delivery.    value for money ;) 
5,Happy with what came in the package
5,Fits well good buy at flash sales for the price. Although I personally won’t choose this color but it’s acceptable. Thank you. 
5,"I got the same design as most ladies did on the recent reviews. It’s the original thing at $9.90. No one can say it’s not a good deal. Of course, the quality comes with the brand too! Great great buy 👍🏼 "
5,Nice design given during flash deal for tankini grab bag. Quality is as expected for a tyr product. 
5,Item is in good quality. Fast shipping and well packaged. Thanks 
5,Delivery is super fast. How nice if the bottom is in black. Somehow find that blue is not matching. Overall worth the purchase. #shopeehaul 
5,Happy with the purchase. Delivery was super fast. 
5,Repeat order. Good quality. Recommended!
5,"Pretty good deal at $9.90, design was at random so not much to comment there though would've been nice to perhaps choose between a design with or without sleeves"
5,Speedy delivery! Quality product! And fits great! Thank you for the awesome deal!
5,"Ordered on 7th Feb, received on 11 Feb. 
Gave 2 different colors for 2 pieces ordered.
Very good deal at $9.90 each."
5,"Delivery was fast, received the next day. Item is good, and very worthy of the price. "
5,Happy buy
5,"Next day delivery by NinjaVan. Impressed! Got it as a set, both top and bottom of the same color. "
5,Great item and it fit very well....item delivered v fast too
5,Item ordered on Sun and swiftly received on Tues. Kudos for the efficient shipping! 
5,Fast delivery and item received in good condition. Very good deal at $9.90. Nice design :) 
5,Speedy delivery! 
5,This is my third purchase from seller. Very reliable and fast delivery.
5,Veryyyyyyyy nice thank you sellers
5,"Size fits though a bit loose on the waist, but the hips is fine. Thanks
"
5,Love it thank you sellers
5,"Great item,  great price"
5,Hope that it fits and nice deisgn love it thank you for the deal
5,Fast delivery fast delivery fast delivery fast delivery....
5,fast delivery and nice design...👍👍👍👍👍👍.................
5,"This is good. I like it alot. This is good, I like it a lot. This is good. I like it alot. This is good, I like it a lot. This is good. I like it alot. This is good, I like it a lot. This is good. I like it alot. This is good, I like it a lot. "
5,"Fits well and looks in pretty good condition.
received item fast.
"
5,Awesome transaction.. saddle just nice fitted
4,The cushion is Thin 
5,"Good seat padding, well made."
5,worth the money
5,Item is as pictured and it’s really comfortable. 
5,not bad 👍🏻
5,"Received some time back, did not have time to rate. Cover fits perfectly!  Looks great!"
5,Very good. Fit nicely. Can recommend people to buy.  Fast come order. Colour very nice.
5,Too small for my bicycle.. but the cushioning is good. Doesn’t really look chic/good either in my bike 🤷🏼‍♀️
5,Fast delivery. The material and quality as expected. Thanks seller!
5,"seems thin, but still okay. could have used thicker material. yet to try on bicycle. "
5,Received in good condition. Looks okay. Delivery okay too.
5,"Nice ,not use yet."
3,Not much cushion. Quite thin but good enough at this price. New.
5,Fits the bicycle well. Delivery was fast too. Thank you seller
5,Goooood buyyyyy. Reccccommmmennnnded. Delivery takes time.. ggoooooooooood
5,Pretty decent for the price but seriously took over 2 weeks to deliver to me. Maybe it's due to COVID so I'm still giving 5 stars
5,Very comfortable... 👍🏽👍🏽👍🏽
5,"Really good buy I liked it a lot thank you seller. Will buy again if needed it.
"
5,Nicely fit
3,I'm not too sure about this product. My bike seat still feels the same 
5,Looks and feels good. Hope it lasts and supporta good too. That will decide the next purchase
5,Item received
5,Delivery was very fast. Item came in correct color. No issues with anything 👍🏻
4,Order received in good state supposedly. 
4,Received in good condition. Material feels ok but have not tried to ride it for long distances yet!
5,Fit just nice 
5,Cheap and suits the quality. Not much support for the bottom. Fast delivery.
5,for its price value buy. Not for those who need extra thick cushioning. Tks
5,Very soft n comfy. Highly recommended. Value for money !!!
5,good product!! the padding feels good and fits well on the bike
5,"Fits nicely. Quality feels decent too. For this price, i am happy with jt."
4,The cushion is quite thin. Dunno will it be useful. But since it’s cheap. No complain!
2,"Order placed on 21st and received on 28th.
Poorly wrapped but that's fine by me.
Material is soft, so it can be folded.

Bad news, this doesn't fit all three of my bicycle seats. It's way smaller than the standard seat apparently.
"
5,"Very fast delivery, i received the items within 8 days time 👍🏻"
5,Have not use the product yet. It looks similar according to the pictures illustrated. 
3,Shipment is fast.  Fits well on my bicycle. Tried it for a week already. It's better but still not very comfortable. 
