rating,comment,cleaned_review,aspect,sentiment_label,sentiment
5,"Order arrived pretty fast, considering that it’s shipped from overseas. Nicely packaged in a Ziplock bag. Leggings are brand new with tag still attached. They look rather small when taken out of the bag (see photo attached) but surprisingly stretchable. Thick and good quality material, fit well.",order arrived pretty fast considering it’s shipped overseas nicely packaged ziplock bag legging brand new tag still attached look rather small taken bag see photo attached but surprisingly stretchable thick good quality material fit well,Product Quality,2,Positive
4,soft and comfy material but it's a bit thin for my liking (which imo is not thaaat flattering). can sorta see underwear seams which is a bit annoying. all in all okay for the price!,soft comfy material but bit thin liking imo not thaaat flattering can sorta see underwear seam bit annoying okay price,Product Quality,2,Positive
5,never disappointed me!! my 7th leggings purchased here in Moving peach.. recommended. ,never disappointed th legging purchased moving peach recommended,Others,2,Positive
5,"Took the advice of the reviews and sized up for this! Waist is usually a 12-13” and the M fits perfect. Very soft and comfy, but could be a little more stretchy around the ankles. The high waist is also pretty flattering and color is lovely :)",took advice review sized waist usually fit perfect soft comfy but could little stretchy around ankle high waist also pretty flattering color lovely,Product Quality,2,Positive
5,"Ordered this before, so no doubt on the quality of these leggings. Material is thick enough and sufficiently stretchy. Nice length (I’m 160cm), great price, and would purchase again.",ordered no doubt quality legging material thick enough sufficiently stretchy nice length i’m cm great price would purchase,Product Quality,2,Positive
5,Fast delivery. These pants are very comfy and they fit like a glove. Would buy the other colours too. Highly recommend!,fast delivery pant comfy fit like glove would buy colour highly recommend,Product Quality,2,Positive
5,"Very good quality. Looked kinda small when first received. But after putting it on, it fits well due to its super stretchy material. My hips are 17.5-18” (uk8) for reference. ",good quality looked kinda small first received but putting fit well due super stretchy material hip uk reference,Product Quality,2,Positive
5,"This is the fifth time I ordered, but 3 times is too small, sad. ",fifth time ordered but time small sad,Others,2,Positive
5,You should definitely up size for the yoga pants. Im a size S but i got a size M! And its perfect,should definitely size yoga pant im size but got size perfect,Product Quality,2,Positive
4,Comfortable but not the most breathable! ,comfortable but not breathable,Product Quality,2,Positive
5,"Love this pants! The colour was pretty and the material is thick. The cutting and material gave the butt a good lift. Super comfortable too! Sizes run smaller for bottoms, so I sized up to M and it fits perfect. ",love pant colour pretty material thick cutting material gave butt good lift super comfortable size run smaller bottom sized fit perfect,Product Quality,2,Positive
5,Delivery was relatively fast and items are good quality. I’m a UK6/EU34 but ordered M and they fit perfectly. ,delivery relatively fast item good quality i’m ukeu but ordered fit perfectly,Product Quality,2,Positive
4,Looks nice.,look nice,Others,2,Positive
5,The quality is really good and comfy! Definitely getting more from them!,quality really good comfy definitely getting,Product Quality,2,Positive
5,m fits great! usually a uk6-8 ,fit great usually uk,Product Quality,2,Positive
5,"Material was good but size M was too small for me. I'm 170cm, 51kg, usually a size S. I bought a size L later on and it fit perfectly. Colour was true to picture",material good but size small im cm kg usually size bought size later fit perfectly colour true picture,Product Quality,2,Positive
4,love it! material is stretchy and light,love material stretchy light,Product Quality,2,Positive
5,nice!!,nice,Others,2,Positive
4,Good quality but inaccurate sizing. It's way too small,good quality but inaccurate sizing way small,Product Quality,2,Positive
5,"Second purchase, the quality is very good. Fits perfectly and there are no weird bulges at the waist area",second purchase quality good fit perfectly no weird bulge waist area,Product Quality,2,Positive
5,nice & comfy material ,nice comfy material,Product Quality,2,Positive
5,"bought for my mum, she likes it very much and said it fit her well!",bought mum like much said fit well,Product Quality,2,Positive
5,Great quality! True to pic,great quality true pic,Product Quality,2,Positive
5,2nd buy cos it's so comfy!,nd buy co comfy,Others,2,Positive
5,Fast delivery even standard delivery ,fast delivery even standard delivery,Delivery & Service,2,Positive
5,Nice and good items. Hope is durable. Delivery was acceptable ,nice good item hope durable delivery acceptable,Product Quality,2,Positive
5,Item as described. Good quality will purchase more in future. ,item described good quality purchase future,Product Quality,2,Positive
5,Good product. Very functional. Fast delivery too,good product functional fast delivery,Delivery & Service,2,Positive
5,Waited for sometimes finally receive. Material is good. Size is fix well for iPhone XS,waited sometimes finally receive material good size fix well iphone x,Product Quality,2,Positive
5,Looks ok. Delivery duration was reasonably appropriate. Second purchase. ,look ok delivery duration reasonably appropriate second purchase,Delivery & Service,2,Positive
5,Svsvsvevebebdbsbdbdbsbsbsbsbsvegsgevsbsbdbdbdbdbve be ,svsvsvevebebdbsbdbdbsbsbsbsbsvegsgevsbsbdbdbdbdbve,Others,2,Positive
5,"Very fast delivery, received in good condition. A bit smaller than expected but works good enough for its purpose when running.",fast delivery received good condition bit smaller expected but work good enough purpose running,Delivery & Service,2,Positive
5,Order arrived about a week later which is pretty fast! Good condition! And I like the material too soft but sturdy can fit my iPhone pro max!! Thank u!,order arrived week later pretty fast good condition like material soft but sturdy can fit iphone pro max thank,Product Quality,2,Positive
5,Tq seller item received..sound good 👍👍wrap with bubble wrap,tq seller item receivedsound good 👍👍wrap bubble wrap,Packaging Quality,2,Positive
5,Good and quality product. Happy with purchase. ,good quality product happy purchase,Product Quality,2,Positive
5,Order received quite fast. Quality seem good as well,order received quite fast quality seem good well,Product Quality,2,Positive
5,Item looks nice. Can fit a notes 10 plus ,item look nice can fit note plus,Product Quality,2,Positive
5,Received in gd condition,received gd condition,Delivery & Service,2,Positive
5,Good.....Worth buying✌✌✌✌👍👍👍👍,goodworth buying✌✌✌✌👍👍👍👍,Others,2,Positive
